"Plot","Year","Date","Subplot","Species","n.flo","Treat.Code"
49,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
49,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
49,2016,2016-04-24,"No Grass","Plantago erecta",5,"W"
49,2016,2016-04-24,"No Grass","Plantago erecta",26,"W"
49,2016,2016-04-24,"Grass","Plantago erecta",3,"W"
49,2016,2016-04-24,"Grass","Plantago erecta",5,"W"
49,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
49,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
49,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
49,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
49,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
49,2016,2016-06-08,"No Grass","Clarkia purpurea",4,"W"
49,2016,2016-04-24,"No Grass","Lasthenia californica",2,"W"
49,2016,2016-06-08,"No Grass","Clarkia purpurea",2,"W"
49,2016,2016-06-08,"No Grass","Clarkia purpurea",4,"W"
49,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
49,2016,2016-04-24,"No Grass","Plantago erecta",14,"W"
49,2016,2016-04-24,"No Grass","Plantago erecta",8,"W"
49,2016,2016-06-08,"No Grass","Clarkia purpurea",1,"W"
49,2016,2016-04-24,"Grass","Plantago erecta",2,"W"
49,2016,2016-06-08,"No Grass","Clarkia purpurea",1,"W"
49,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"W"
49,2016,2016-05-08,"No Grass","Agoseris heterophylla",3,"W"
49,2016,2016-04-24,"No Grass","Lasthenia californica",2,"W"
49,2016,2016-04-24,"No Grass","Plantago erecta",36,"W"
49,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
49,2016,2016-05-08,"No Grass","Agoseris heterophylla",1,"W"
49,2016,2016-04-24,"No Grass","Lasthenia californica",2,"W"
50,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
50,2016,2016-04-24,"No Grass","Plantago erecta",8,"C"
50,2016,2016-07-27,"Grass","Hemizonia congesta",7,"C"
50,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
50,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"C"
50,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
50,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
50,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
50,2016,2016-04-24,"No Grass","Plantago erecta",3,"C"
50,2016,2016-04-24,"No Grass","Plantago erecta",4,"C"
50,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"C"
50,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
50,2016,2016-07-27,"Grass","Hemizonia congesta",1,"C"
50,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
50,2016,2016-04-24,"No Grass","Plantago erecta",8,"C"
50,2016,2016-07-27,"Grass","Hemizonia congesta",4,"C"
50,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"C"
50,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
50,2016,2016-07-27,"Grass","Hemizonia congesta",2,"C"
50,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
50,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
50,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
50,2016,2016-05-20,"No Grass","Clarkia purpurea",4,"C"
50,2016,2016-04-24,"No Grass","Plantago erecta",12,"C"
50,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
50,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
50,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
50,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
50,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
50,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
50,2016,2016-07-27,"No Grass","Hemizonia congesta",6,"C"
50,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
50,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
50,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
50,2016,2016-04-24,"Grass","Plantago erecta",4,"C"
50,2016,2016-04-24,"Grass","Plantago erecta",4,"C"
50,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
50,2016,2016-04-24,"Grass","Plantago erecta",3,"C"
50,2016,2016-04-24,"Grass","Plantago erecta",3,"C"
50,2016,2016-07-27,"No Grass","Hemizonia congesta",16,"C"
50,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
50,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
50,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
50,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
50,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
50,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
50,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
50,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
50,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
55,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"No Grass","Plantago erecta",4,"W"
55,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"No Grass","Plantago erecta",3,"W"
55,2016,2016-04-24,"Grass","Plantago erecta",2,"W"
55,2016,2016-04-24,"Grass","Plantago erecta",4,"W"
55,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"No Grass","Plantago erecta",4,"W"
55,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"Grass","Plantago erecta",6,"W"
55,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"No Grass","Plantago erecta",2,"W"
55,2016,2016-04-24,"No Grass","Plantago erecta",6,"W"
55,2016,2016-06-08,"Grass","Clarkia purpurea",1,"W"
55,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
55,2016,2016-06-08,"Grass","Clarkia purpurea",1,"W"
55,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
55,2016,2016-06-08,"Grass","Clarkia purpurea",1,"W"
55,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
55,2016,2016-07-27,"Grass","Hemizonia congesta",9,"W"
55,2016,2016-07-27,"Grass","Hemizonia congesta",14,"W"
55,2016,2016-07-27,"Grass","Hemizonia congesta",12,"W"
55,2016,2016-07-27,"Grass","Hemizonia congesta",5,"W"
55,2016,2016-07-27,"Grass","Hemizonia congesta",4,"W"
55,2016,2016-07-27,"No Grass","Hemizonia congesta",12,"W"
55,2016,2016-04-24,"Grass","Plantago erecta",3,"W"
55,2016,2016-04-24,"Grass","Plantago erecta",5,"W"
55,2016,2016-07-27,"No Grass","Hemizonia congesta",9,"W"
55,2016,2016-07-27,"No Grass","Hemizonia congesta",2,"W"
55,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
55,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
55,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
55,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
55,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
55,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
55,2016,2016-06-08,"Grass","Clarkia purpurea",1,"W"
55,2016,2016-06-08,"Grass","Clarkia purpurea",1,"W"
55,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
55,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
55,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
55,2016,2016-07-27,"No Grass","Hemizonia congesta",8,"W"
55,2016,2016-07-27,"No Grass","Hemizonia congesta",2,"W"
55,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
56,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
56,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
56,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
56,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
56,2016,2016-06-08,"Grass","Clarkia purpurea",1,"C"
56,2016,2016-04-24,"Grass","Plantago erecta",5,"C"
56,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
56,2016,2016-04-24,"Grass","Plantago erecta",5,"C"
56,2016,2016-04-24,"Grass","Plantago erecta",7,"C"
56,2016,2016-06-08,"Grass","Clarkia purpurea",1,"C"
56,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
56,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"C"
56,2016,2016-07-27,"No Grass","Hemizonia congesta",1,"C"
56,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
56,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
56,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
56,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
56,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
56,2016,2016-04-24,"No Grass","Plantago erecta",6,"C"
56,2016,2016-04-24,"No Grass","Plantago erecta",7,"C"
56,2016,2016-04-24,"No Grass","Plantago erecta",5,"C"
56,2016,2016-04-24,"No Grass","Plantago erecta",17,"C"
56,2016,2016-04-24,"Grass","Plantago erecta",3,"C"
56,2016,2016-06-08,"Grass","Clarkia purpurea",1,"C"
56,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
56,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
56,2016,2016-06-08,"Grass","Clarkia purpurea",1,"C"
56,2016,2016-06-08,"Grass","Clarkia purpurea",1,"C"
56,2016,2016-07-27,"No Grass","Hemizonia congesta",3,"C"
56,2016,2016-07-27,"Grass","Hemizonia congesta",13,"C"
56,2016,2016-07-27,"Grass","Hemizonia congesta",6,"C"
56,2016,2016-07-27,"No Grass","Hemizonia congesta",7,"C"
56,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
56,2016,2016-07-27,"No Grass","Hemizonia congesta",7,"C"
56,2016,2016-05-20,"No Grass","Agoseris heterophylla",4,"C"
56,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
56,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
56,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
56,2016,2016-05-20,"No Grass","Agoseris heterophylla",2,"C"
56,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
56,2016,2016-07-27,"Grass","Hemizonia congesta",7,"C"
56,2016,2016-05-20,"No Grass","Agoseris heterophylla",3,"C"
56,2016,2016-04-24,"No Grass","Plantago erecta",8,"C"
56,2016,2016-05-20,"No Grass","Agoseris heterophylla",3,"C"
56,2016,2016-05-20,"No Grass","Agoseris heterophylla",3,"C"
56,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
56,2016,2016-07-27,"Grass","Hemizonia congesta",14,"C"
56,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
59,2016,2016-07-27,"Grass","Hemizonia congesta",16,"W"
59,2016,2016-07-27,"No Grass","Hemizonia congesta",1,"W"
59,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"W"
59,2016,2016-04-24,"No Grass","Lasthenia californica",2,"W"
59,2016,2016-07-27,"No Grass","Hemizonia congesta",7,"W"
59,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
59,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
59,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
59,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
59,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
59,2016,2016-04-24,"Grass","Plantago erecta",23,"W"
59,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
59,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
59,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
59,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
59,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
59,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
59,2016,2016-04-24,"No Grass","Lasthenia californica",4,"W"
59,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
59,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
59,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
59,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"W"
59,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
59,2016,2016-04-24,"No Grass","Plantago erecta",9,"W"
59,2016,2016-04-24,"No Grass","Plantago erecta",24,"W"
59,2016,2016-04-24,"No Grass","Plantago erecta",9,"W"
59,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
59,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
59,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
59,2016,2016-07-27,"Grass","Hemizonia congesta",12,"W"
59,2016,2016-04-24,"Grass","Lasthenia californica",2,"W"
59,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
59,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
59,2016,2016-04-24,"Grass","Plantago erecta",7,"W"
59,2016,2016-04-24,"Grass","Plantago erecta",5,"W"
59,2016,2016-04-24,"No Grass","Plantago erecta",32,"W"
59,2016,2016-04-24,"No Grass","Plantago erecta",15,"W"
59,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
59,2016,2016-04-24,"Grass","Plantago erecta",4,"W"
59,2016,2016-07-27,"Grass","Hemizonia congesta",7,"W"
59,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
59,2016,2016-07-27,"Grass","Hemizonia congesta",8,"W"
59,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
59,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
59,2016,2016-07-27,"Grass","Hemizonia congesta",13,"W"
59,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"W"
59,2016,2016-04-24,"No Grass","Lasthenia californica",2,"W"
59,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
59,2016,2016-04-24,"Grass","Plantago erecta",7,"W"
81,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"D"
81,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"D"
81,2016,2016-04-24,"Grass","Plantago erecta",1,"D"
81,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
81,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"D"
81,2016,2016-07-27,"Grass","Hemizonia congesta",4,"D"
81,2016,2016-07-27,"Grass","Hemizonia congesta",2,"D"
81,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
81,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
81,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
81,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
81,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
81,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
81,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
81,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
81,2016,2016-04-24,"Grass","Plantago erecta",2,"D"
81,2016,2016-04-24,"Grass","Plantago erecta",2,"D"
81,2016,2016-07-27,"Grass","Hemizonia congesta",5,"D"
81,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
81,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
81,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
81,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"D"
81,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"D"
81,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"D"
81,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"D"
81,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
81,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
81,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
81,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
81,2016,2016-07-27,"Grass","Hemizonia congesta",3,"D"
81,2016,2016-07-27,"Grass","Hemizonia congesta",2,"D"
81,2016,2016-04-24,"Grass","Plantago erecta",1,"D"
81,2016,2016-04-24,"Grass","Plantago erecta",3,"D"
81,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"D"
81,2016,2016-04-24,"No Grass","Plantago erecta",6,"D"
81,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
81,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"D"
81,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"D"
81,2016,2016-09-02,"No Grass","Hemizonia congesta",12,"D"
81,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
81,2016,2016-09-02,"No Grass","Hemizonia congesta",27,"D"
81,2016,2016-09-02,"No Grass","Hemizonia congesta",13,"D"
81,2016,2016-09-02,"No Grass","Hemizonia congesta",16,"D"
81,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
81,2016,2016-04-24,"No Grass","Plantago erecta",2,"D"
81,2016,2016-04-24,"No Grass","Plantago erecta",6,"D"
81,2016,2016-04-24,"No Grass","Plantago erecta",4,"D"
81,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
81,2016,2016-04-24,"No Grass","Plantago erecta",2,"D"
81,2016,2016-09-02,"No Grass","Hemizonia congesta",10,"D"
82,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
82,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
82,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
82,2016,2016-04-24,"Grass","Agoseris heterophylla",2,"C"
82,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
82,2016,2016-04-24,"No Grass","Plantago erecta",5,"C"
82,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
82,2016,2016-04-24,"No Grass","Plantago erecta",4,"C"
82,2016,2016-04-24,"Grass","Plantago erecta",6,"C"
82,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
82,2016,2016-04-24,"Grass","Plantago erecta",3,"C"
82,2016,2016-04-24,"Grass","Plantago erecta",4,"C"
82,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
82,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
82,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
82,2016,2016-04-24,"No Grass","Plantago erecta",3,"C"
82,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"C"
82,2016,2016-04-24,"No Grass","Plantago erecta",2,"C"
82,2016,2016-04-24,"No Grass","Plantago erecta",9,"C"
82,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
82,2016,2016-04-24,"Grass","Plantago erecta",5,"C"
82,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
82,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
82,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
82,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
82,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
82,2016,2016-07-27,"Grass","Hemizonia congesta",13,"C"
82,2016,2016-05-08,"No Grass","Agoseris heterophylla",4,"C"
82,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"C"
82,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
82,2016,2016-05-08,"No Grass","Agoseris heterophylla",1,"C"
82,2016,2016-05-20,"Grass","Clarkia purpurea",3,"C"
82,2016,2016-05-20,"Grass","Clarkia purpurea",2,"C"
82,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
82,2016,2016-07-27,"Grass","Hemizonia congesta",7,"C"
82,2016,2016-07-27,"Grass","Hemizonia congesta",2,"C"
82,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
82,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"C"
82,2016,2016-05-08,"No Grass","Agoseris heterophylla",3,"C"
82,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
82,2016,2016-07-27,"Grass","Hemizonia congesta",4,"C"
82,2016,2016-05-20,"Grass","Clarkia purpurea",2,"C"
82,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
82,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
82,2016,2016-05-20,"Grass","Clarkia purpurea",2,"C"
83,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
83,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"D"
83,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
83,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
83,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"D"
83,2016,2016-04-24,"Grass","Plantago erecta",2,"D"
83,2016,2016-04-24,"Grass","Plantago erecta",2,"D"
83,2016,2016-04-24,"No Grass","Plantago erecta",6,"D"
83,2016,2016-04-24,"No Grass","Plantago erecta",8,"D"
83,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"D"
83,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
83,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"D"
83,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"D"
83,2016,2016-04-24,"No Grass","Plantago erecta",10,"D"
83,2016,2016-04-24,"No Grass","Plantago erecta",9,"D"
83,2016,2016-05-08,"No Grass","Clarkia purpurea",5,"D"
83,2016,2016-05-08,"No Grass","Clarkia purpurea",4,"D"
83,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
83,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
83,2016,2016-05-08,"No Grass","Clarkia purpurea",2,"D"
83,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
83,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"D"
83,2016,2016-05-08,"No Grass","Clarkia purpurea",2,"D"
83,2016,2016-06-23,"Grass","Hemizonia congesta",1,"D"
83,2016,2016-06-23,"Grass","Hemizonia congesta",1,"D"
83,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
83,2016,2016-07-27,"No Grass","Hemizonia congesta",11,"D"
83,2016,2016-04-24,"Grass","Plantago erecta",4,"D"
83,2016,2016-04-24,"Grass","Plantago erecta",2,"D"
83,2016,2016-07-27,"No Grass","Hemizonia congesta",15,"D"
83,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
83,2016,2016-04-24,"Grass","Plantago erecta",2,"D"
83,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
83,2016,2016-07-27,"No Grass","Hemizonia congesta",12,"D"
83,2016,2016-07-27,"No Grass","Hemizonia congesta",9,"D"
83,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
83,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
83,2016,2016-05-20,"Grass","Clarkia purpurea",1,"D"
83,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
83,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
83,2016,2016-04-24,"No Grass","Plantago erecta",24,"D"
83,2016,2016-07-27,"No Grass","Hemizonia congesta",6,"D"
83,2016,2016-04-24,"Grass","Lasthenia californica",1,"D"
83,2016,2016-04-24,"No Grass","Lasthenia californica",1,"D"
83,2016,2016-05-08,"No Grass","Clarkia purpurea",4,"D"
84,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
84,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
84,2016,2016-05-08,"Grass","Agoseris heterophylla",2,"C"
84,2016,2016-05-20,"No Grass","Clarkia purpurea",4,"C"
84,2016,2016-04-24,"Grass","Plantago erecta",1,"C"
84,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
84,2016,2016-07-27,"Grass","Hemizonia congesta",5,"C"
84,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
84,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
84,2016,2016-05-08,"Grass","Agoseris heterophylla",3,"C"
84,2016,2016-05-20,"Grass","Clarkia purpurea",2,"C"
84,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"C"
84,2016,2016-05-20,"No Grass","Clarkia purpurea",4,"C"
84,2016,2016-04-24,"No Grass","Plantago erecta",6,"C"
84,2016,2016-05-08,"Grass","Agoseris heterophylla",3,"C"
84,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
84,2016,2016-07-27,"Grass","Hemizonia congesta",6,"C"
84,2016,2016-05-08,"Grass","Agoseris heterophylla",2,"C"
84,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"C"
84,2016,2016-04-24,"No Grass","Plantago erecta",9,"C"
84,2016,2016-07-27,"No Grass","Hemizonia congesta",3,"C"
84,2016,2016-07-27,"No Grass","Hemizonia congesta",7,"C"
84,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
84,2016,2016-04-24,"No Grass","Lasthenia californica",3,"C"
84,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
